"MAT_NOVA_MATRICULA","ALU_ANO_INGRESSO","ALU_PERIODO_INGRESSO","Álgebra Linear I","Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral I","Cálculo Diferencial e Integral II","Engenharia de Software I","Estrutura de Dados e Algoritmos","Fundamentos de Física Clássica","Fundamentos de Física Moderna","Gerência da Informação","Introdução à Computação","Lab. de Estrutura de Dados e Algoritmos","Lab. de Org. e Arquitetura de Computadores","Laboratório de Programação I","Laboratório de Programação II","Leitura e Produção de Textos","Lógica Matemática","Matemática Discreta","Métodos Estatisticos","Org. e Arquitetura de Computadores I","Paradigmas de Ling. de Programação","Probabilidade e Estatistica","Programação I","Programação II","Sistemas de Informação I","Teoria da Computação","Teoria dos Grafos"
"6a23312e53597af6b45f1521d7bcec71",2007,1,NA,5.4,5.9,0,NA,3.2,0,NA,6,7.3,7,NA,7.9,7,7.3,NA,4.4,NA,NA,NA,NA,7,8,NA,NA,5.7
"6a4305046c96bcb2f9b8fec45fac305d",2011,1,5.9,8.3,8.5,7.7,9.8,8.6,7.8,9,6.5,8.8,8.8,6,7.8,9,8.2,8.4,7.2,8,6.4,7.5,6,7.8,9.5,8.5,8,8
"6a5b08eab1b33f7d5df109e580a05d9a",2010,1,7.5,6.8,7,6.3,8.3,7.1,9,7.5,5.2,8.6,8,8.3,8.2,8.9,6.4,7,8,7.7,7.4,7,5.2,7,7.9,7.9,7.6,5.4
"6a7d7c0b1eaf076fc6eb267725f9545b",2011,1,NA,0,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,7,7.2,NA,NA,NA,NA,NA,NA,NA,7,7.8,NA,NA,NA
"6abab2a14e8ca60e17ccb7a368013f18",2010,1,5.8,6.3,7,7,NA,7.7,7.7,7.2,5.1,8.2,8,NA,7.4,8.4,7,7.6,8.5,NA,NA,7.3,3.5,7,8.5,9,7,7.9
"6aee52fafa74c59e538723fff382d4d2",2009,2,8.5,7,7,7.3,9.3,8.2,7.8,8.5,8.8,8.8,9.4,10,7.7,9.6,9.2,9.4,8.5,9,8.9,9.5,8.6,7.6,9,9.5,7.8,8.7
"6afa229f44eb5bbf145ac8ac5003f3f3",2012,2,5.6,7,5,5.1,8.2,7,5.7,5,7.8,7.3,7.7,9.3,8.1,8,7,6.7,7.6,6.4,7,8.3,5,7.9,7.1,7.9,9,9.4
"6b3ee4301209d737573a7588bb7c10aa",2008,1,6.8,7.6,6.1,5,8.8,6,7.3,8,8.4,8.8,7.8,8.9,7.6,9.2,9.8,9.2,7,8.1,7.9,8.5,6.1,8,8.8,9.6,9.8,7.4
"6b4f4ad911139e4373ab3f1f95a509b7",2002,1,NA,8.9,9.5,NA,9,8.9,8.8,8.2,8.3,8.3,8.5,9,9.8,9.3,8.8,8.1,7.3,7.2,9.2,8.4,7.2,9.6,9.3,7.9,7,8.9
"6b9ebdf5e8bbd7dc1016dc1a09b7c34e",2013,2,2.4,5.2,6,6.7,NA,NA,NA,NA,7,5.5,NA,NA,5,7.3,NA,5.1,5.6,NA,NA,NA,NA,5,6.7,NA,7.5,7.4
"6bb6a4637faf7e43be0d0e90038d3e73",2008,1,8.2,8.5,8.2,7,9.3,7.2,8.4,9.4,8.4,8.4,9.3,9.6,8.5,9.3,9.6,8.7,9.3,7,7.4,6.1,7,8.8,8.9,9.1,7.8,9.6
"6bc59d20f1b41500341872f4846508b6",2012,1,5.5,5.1,7,5,5.5,5.6,5,8,7.5,5.7,5.1,7,5,5,7,5.5,6.2,7,5.4,5.6,5.8,5.3,5.7,8.1,5,5.3
"6c2d4e5cce23ca5eec4ab24ed0d818d3",2003,2,NA,6,5.3,NA,6.9,7.4,NA,7,7.9,8.9,5.9,9.1,8.8,8.4,8,6,7,NA,10,7,5,9,8.5,5.8,5.9,7.4
"6c3cfb109d78945a9c30d0f2a6c5760d",2014,2,5.7,5,5,6.6,8.8,7.1,7,7.4,7,7,7,8.5,6.4,7.5,8.7,8.1,7.8,8.9,7.3,8.3,5.3,6.4,7.9,7.6,6.1,7.3
"6c48bda844b447e81f7182f72251e361",2001,2,NA,5.6,7,NA,7.8,7,7,5.5,8.1,7.5,5,7.6,8.5,8.1,6.5,5.5,5.3,5,7.5,7.4,5.9,7.3,5.6,5.9,6.4,7.9
"6c55bad41edd49dcecc16827a190098f",2001,1,NA,7.5,7.8,NA,8.8,7.4,8.4,7.4,7.2,7.9,7.8,8.7,8.5,9.3,9.1,8.1,7.7,NA,7.6,8.1,7.7,7.4,8.9,7.2,7.8,8.6
"6c836139b7e04145359f0980da14c4c1",2010,2,2.7,5.8,5.1,1.3,NA,0.4,5,NA,5,5,2.1,NA,5,NA,8,NA,5.3,NA,NA,NA,NA,5.2,5.5,NA,NA,7
"6d4eadc957a342285bcb44a294c55b9f",2001,2,NA,7,7.6,NA,7.9,7.8,8.5,10,8.1,7,8.6,7.3,6,9.2,7.7,8.1,9.1,7.7,9.2,8.8,7.7,8.5,6.1,8.4,6.5,8.6
"6d8509a47b94ba4afa7ac255cb98aaa2",2006,1,NA,7,7,NA,7.9,7.1,5.1,5.6,7.2,8.7,7.4,7.7,9,8.1,5.1,7,5,5,5,7.1,5.8,7.4,7,6.2,5.4,7.1
"6da269f0eb864313556a6b7f2d0dcbb3",2006,1,NA,5.4,5.1,NA,7.7,6.3,5.1,8.6,6.3,8.7,7.4,9.8,5.6,7.9,8.6,8.2,8.2,6.9,5.4,7.2,7,5.1,6.8,8.6,5,6.9
"6db36d094b9f8ba027b2bf7859705f52",2006,2,6.2,7.7,10,NA,8.1,5.1,8.1,7.3,9,8.4,7,8.8,7,8.6,9.3,8,7.7,9.3,8.4,5.1,5,6.2,8.3,9,7.4,7.4
"6dc6e95092afcd43d94f179ccd184e09",2012,2,5,5.1,5.7,5,NA,NA,9.6,NA,5.9,6,NA,NA,8,6.5,7.2,NA,5.1,NA,NA,NA,NA,8,5,7.6,2.9,7.8
"6dee11ce3c9426a0d5cd69dfee00c5f2",2012,1,5,6.4,5.1,7,8.4,5,7.3,7,5.5,7,7.1,10,6.4,5.7,7,5,NA,6.1,7,5,5,5.7,5.9,5,5,7.5
"6e34971fb148c0f37e96100eb0bea1a1",2013,1,5.1,6.2,6.2,5.1,NA,5.6,7.1,NA,6.2,7,5.1,NA,5.4,6.4,5.7,7.3,5.8,NA,NA,NA,NA,5,7.7,NA,5,7.5
"6e8d7c2f56fa7d84dba5845350ec28c3",2014,2,7,8.6,8.4,5.5,NA,7.2,7.5,7.2,8,NA,5.4,NA,8.2,7.4,NA,NA,NA,NA,NA,NA,7.5,8.2,8,8,NA,8.3
"6e9940d4f0d779d6a9cd6409e88a1b2c",2010,2,5,7.1,5.1,5,8.9,5.7,7.7,8.3,7.7,8.5,5.8,7.3,8.6,7.6,8.6,7.5,6.1,8.4,7.4,7.4,8.2,8.3,8,6.9,8.1,8.5
"6eb2e3c91c39f5f7bdb506b19a6b2e00",2005,1,NA,7.5,8.2,NA,8.7,5.9,NA,7.8,8.6,8.3,7,9.2,7.6,8.6,8.8,8.6,6.7,8.2,6,6.4,5.7,7.1,5.5,7.2,6.5,7
"6ebdff2a446c683d9f5e945e3681aad5",2006,2,8.8,5.8,5.9,NA,6.1,8,7.5,7,7.7,7.4,7.9,7.1,8.1,7.8,7.5,5,8.4,6.2,6.1,5,5.4,7.9,6.2,8.4,6.2,6
"6ec70ae910b98d39e68ccfa7e190bfad",2010,1,9,9.1,8.2,9.2,NA,8.2,9.1,10,9.1,10,9.6,9.6,7.7,9,8.3,9.5,9.7,9.6,9.7,NA,8.6,7,9.2,9.7,9.6,8.9
"6f0ecf058aa259cbc4c5986c5059c97a",2000,2,NA,5.1,5.5,NA,7.3,5.3,7.9,7,8,8.7,7,8.8,7.6,8.9,7.8,8.1,NA,6.4,5,6.6,5,8,8.9,7.3,5.4,7
"6f385429ebf8ecaab326f608a949e139",2003,2,5,7.7,6.1,NA,6.8,6,NA,5,6,8.8,5.2,7.5,8.8,7.8,7,5,5.1,5.1,5.7,5.9,5.5,7.5,6,5.6,5.1,7
"6f7471fbdfca809ad66e5b5e2aca2cc5",2005,2,5.2,6.4,NA,NA,5,7,7,5,7.1,NA,5.9,7.6,5.4,7,NA,5.2,NA,5,7,NA,5,NA,NA,5.4,7,6.5
"6fcc1a20827fb7d5c84e9d2d5b685184",2014,1,NA,NA,5,NA,NA,NA,NA,NA,NA,7,2.2,NA,7.4,7.3,7.7,NA,7.6,NA,NA,NA,NA,7.4,5.9,NA,7.1,7.3
"6fcf5818df1de409a8d13b66378e4815",2005,1,NA,7.2,8.3,NA,8.2,8.3,7.6,8.8,8.6,9.2,9.9,9,8,9.3,8.6,10,8.2,7,8.8,8.8,7.8,8.6,9.5,9.6,7.5,8.2
"6ffaea6d7487f5865ffdee4ddf3e2908",2014,1,5,8.3,7,7,NA,5,7.3,NA,9.3,8.1,5.4,NA,9,7.4,9.2,7.9,5.9,NA,NA,7.3,NA,9,5.8,9,6.6,7.6
"702d54018fde8c4f5575b76bc390d9ec",2001,2,NA,7.2,9.3,NA,7.5,5.6,8.4,9.3,8,7.8,7.4,9.1,8.4,9.2,6.2,7.4,9.4,7.8,6.9,7.5,8,7.1,6.8,7.3,7.1,9.5
"70307e91689e055cbe2a6c49695a689d",2013,2,2.3,NA,7,7,NA,5,7,3.7,7,8.3,6.1,NA,6.4,8.1,7.1,NA,6.7,NA,NA,8.9,5,6.4,7.8,7.2,7,8
"7057c8a015887b5f64358be4a0244711",2013,2,6.4,7,7.4,6,7,6.3,7,6.9,7,7.9,5.8,NA,8.3,8.4,5,7.5,8,8.2,NA,7.9,7.2,8.3,7.7,8.2,5.7,7.7
"708ea639b960a58294c0638d8945bb03",2013,2,7,7.2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,6.1,NA,NA,5,NA,NA,NA,7,7,5,NA,5,8.7
"709332bde7b70c7405fbbb212207ccbd",2010,2,NA,6.2,5,NA,NA,5.5,2.5,NA,8.9,8,5.2,NA,7.4,9.1,7.1,NA,7.3,NA,NA,8.3,NA,7,9.2,NA,7.4,7.8
"70a664168fd222402e58773063fdd859",2012,1,5.9,7.1,5,7.2,8,5.6,5.2,7.1,7.7,8.6,5,7.4,5.8,7.6,7.8,8.7,5,7,5,8.2,6.2,5.7,7.2,7.6,8,8.5
"70bb2064dacce41faea14e2a0d24113f",2006,2,5.7,5.7,5.2,7.5,5.8,5,7,7.7,7.3,7.5,6.5,7.9,5.8,8.9,7.7,6.8,5.4,5.4,7.3,5,5.2,5.4,7,8.2,5.8,5.3
"70d8b123523ee869a826ee82b7785b83",2008,1,NA,5.1,5.9,NA,9.2,7.1,5.5,7.3,8.1,8.1,8.9,9.3,9.4,8.5,9.3,8.5,6.5,8.4,8.4,6.4,8.3,8.4,8.9,8.7,6.2,8.6
"70e7b5b2685cc5e3ef1bec344489573f",2001,2,NA,7.2,7.5,NA,7.1,7.2,8.6,8.3,8.1,8.7,5,5.4,5.2,8.5,6.8,5.7,9.1,6,6,9.2,6.2,5.6,7.1,6.4,5.8,7
"70f45205fb3c4f6e85e1f4dcbf776885",2005,1,NA,7.1,7.3,NA,9.7,7,NA,6.8,7.2,8.2,9.8,8.8,8.6,8.4,8.5,9.1,7.1,8.4,6.8,7,6.5,8.5,8.4,8.9,7,7.5
"71272664a1ae6462023955067c26a2ba",2006,1,NA,5.5,7.7,NA,7.7,7.9,5.8,7.8,8.8,8.4,8.8,8.4,7.3,7.6,9.2,8.8,8.9,7.9,8,7,8.5,8.2,8.5,9.1,9.3,7.8
"71539851653428f62e416fdd361f3606",2005,1,NA,7,5.8,NA,7.2,7.4,5.5,8.3,7.7,7.7,9.7,8,7,9.3,8.3,NA,7.3,5.3,7.6,6.7,7.7,7,8.1,7.5,7.6,7
"717193566ca88e9efe98fa54e68e3171",2009,1,NA,6.4,6.2,1.5,NA,7,5,NA,6.7,6.7,5,NA,7,7.1,6.6,NA,NA,NA,NA,NA,NA,8.6,5.5,7.2,3.6,NA
"719635bf199c139f681a441e596496ce",2014,2,NA,6.3,7,5,NA,7.6,NA,NA,7.9,7.4,7,NA,7.5,7.9,8.2,7.3,7,NA,NA,8.4,NA,7.5,8,8.7,7.5,8.8
"72d526e62e2ee3780198f8bee7f20f5a",2012,1,8.6,9.8,7,6.8,8.8,7,8.2,8.2,5.8,7.8,8.2,8.6,6.7,7.3,8.7,8.4,6.1,9.3,8.5,NA,8.4,6.7,7.3,8.6,6.5,8.9
"72e40d791a41e8f758dac82182434b08",2014,1,NA,NA,1.3,NA,NA,NA,NA,NA,7,5.5,NA,NA,7.2,7.1,7.9,NA,NA,NA,NA,NA,NA,7.2,6.6,3.7,NA,5.9
"72eab5ffac18bc8c745ea154cf5208ee",2005,1,8.1,9.3,7.2,NA,9,7.9,NA,8,8.9,8.8,8.8,9.1,8,9.3,9.3,8.9,7.8,7.4,9,7.1,7.7,9.2,8.6,8.9,7.6,7.6
"7346f02574898da9166484fc02804a4a",2014,2,6.1,5.8,5.4,7.3,6.2,5.2,7,5.9,5.1,7.2,5,7.3,5.9,5,8.7,6.1,5.5,7.5,6.7,8.8,6,5.8,5,5.9,5.4,8.2
"73858d8f94aac430de3971679883382c",2005,1,NA,5,7,NA,NA,5.2,3.8,NA,7.4,6.2,5.2,NA,7.1,7.5,8,NA,5,NA,NA,NA,NA,7.5,5.4,6.5,3,5
"745170eb7e85dd5ec4ade06ae2400ea7",2012,2,5,5.2,5,5,8.5,5,8.2,7.7,8.3,5,5,7,5,7.3,8.1,5.1,5,5,7.1,5.6,5.3,5,5.2,7.9,5.5,5
"7454106b3844ff196b38668dadb8c994",2013,1,5,6.3,6.7,6.5,7,6.3,7.4,7.5,7,7.1,5.1,8.4,5.3,7.2,8.2,7,7,NA,7.5,5.5,5.3,5.3,7.4,9,5.8,8.6
"751be5e66f6a69cde5d4ce6b329d666d",2012,2,7.8,7.8,6.2,7.5,10,8.8,8.1,7.6,8.7,8.6,7.7,9,9.5,9.3,8.3,9.1,8.4,9.6,9.3,9.2,8.4,9.5,9.5,9.8,9.1,9.4
"75702ddb5fc3cc83da3c75382e021bf1",2014,1,7,6.1,8.1,7,8.3,6.8,7.3,5.5,6.4,9,6.9,8.4,8.5,7.9,NA,8.1,7,NA,8,8.7,7,8.5,7.6,8.6,7,9.5
"7575228bf9c832412c3f4870a9cce2d8",2003,1,NA,7.8,7.7,NA,7.2,7.8,8,9.4,8,8.8,8.1,9.2,8.8,8.9,8.1,9.2,8.9,9,8.7,7.4,7.8,7.5,8.2,9.1,7.4,7.5
"758f3a474f36da0d1b9ad3c07d43a7df",2013,2,NA,NA,5.3,1.7,NA,NA,NA,NA,6.3,6.1,NA,NA,5,7,8.3,NA,5.7,NA,NA,NA,NA,5,5,NA,5,6.7
"75b190d2917f3eaf3e12a73387b658dd",2000,2,NA,8.6,8.3,NA,7,8.5,6,8,8.3,9.5,9.1,9.2,9.5,9.4,7.8,8.7,9.7,7.2,7.6,7.8,8,9.4,9.2,8.5,9.8,9
"75b2d8b117658009f3d13b518906aa40",2003,2,NA,7.4,5,NA,8.2,5.3,NA,7,7.6,7.7,7,8.5,7.2,7.8,7,6.1,5.7,7.7,7,6.4,5.2,6.6,7.2,8.2,6.2,5.8
"75b69e852a653e3e1bbf41aa0d969ab7",2011,1,8.1,7.5,6.3,7,8.4,8.3,7.5,8.6,8.4,8.6,8,9.5,9,8.1,8.8,7.6,6.7,7.3,7.9,9.3,8.3,9.1,8.9,8.5,8.3,9.7
"75e7ecde7bbaaada2973d643410329cd",2014,1,5.7,7,6.3,5.5,7.5,6.6,5.1,8.7,5.7,7.4,5.4,7.8,7.1,7.8,7.6,7.2,5.8,7.6,8,7,5.8,7,7.3,8.3,5.9,7
"765c6a7b7697003cb37e1205f5733a9a",2002,1,NA,9.6,10,NA,7.2,7,7.6,7,5.6,7.9,7.3,8.8,9.1,8.4,8.5,8.1,7.3,6.2,8.2,7.5,7.6,9.3,7.3,8,6.8,8.2
"766033f5daf953d41b4879c07acf0365",2004,2,NA,NA,1.3,NA,NA,0,NA,NA,7.4,5.9,0,NA,5.7,6.2,8.7,NA,5,NA,NA,NA,NA,6.1,5,NA,0,5
"76cc7b7036873aea98369b5ed6e39f3b",2014,1,7.3,5,7.6,7.2,NA,6.4,7,5.4,8.4,7.9,7.2,NA,7.9,8.9,9.1,8.1,7.6,NA,NA,8.8,6,7.9,8.2,9.5,8.9,10
"774262a0bacd47ebcd00e188ead59388",2010,1,NA,5.9,NA,NA,NA,5.1,7.2,7.6,6,8.2,4.5,NA,7.2,5.1,7,NA,6.1,NA,NA,NA,1.3,5.2,5.3,NA,NA,NA
"7790bf113542d21cf6ed3dfb2efa3890",2010,2,5.5,7.4,6.2,5.4,5.3,6,6.7,8.2,5.7,5.9,7,5,5.2,NA,7.5,5.1,7.1,6.6,5.5,7.5,6.1,5.5,5.2,5.8,5,5
"7794361670b9696a97d9a5265d4260d8",2010,1,7,7.7,7.2,5.3,7,8.3,6.1,9,8.4,8.3,8.7,9.4,7.6,7.1,7.6,8.3,8.1,6.8,8.1,9.5,7,7.5,8.8,8.6,9.4,9.7
"77dd5beebf7fa378080203b7b92dface",2006,1,8.3,7,8.3,7.9,NA,5.1,7.9,9.1,8.5,7.4,7.2,7.4,NA,9,9.4,NA,5.2,NA,7.6,NA,0.7,NA,9.2,8.4,5.3,7
"781a206b8fdb952cba5e071e870d8e14",2005,1,7.2,7.5,7.2,NA,8.9,7.4,6.6,8,8.7,8.1,9.7,7.7,8.1,8.8,8.6,8.4,8.7,7.8,8.2,6.4,6.9,8.4,7.8,8.2,9,7
"7842113899e1871db52ceec9b2369f02",2011,2,5.7,8,6,5.9,8.9,6.3,8.1,7.5,5.3,7.6,7.5,8.9,8.4,7.7,8.7,9.9,7,6.5,7,8.7,NA,8.3,7.9,8.3,5.8,8.5
"788d48b400485256102d65469fdab799",2013,2,5,6.6,7.1,5.6,9.3,5.5,7.6,6.8,8.7,7.9,7.5,8.7,9,8.4,9.7,7,8,7.9,7.6,9,5,9,7.9,8.9,6.8,8.9
"791050e50d48b43e5b0d4f8aadd2871d",2005,2,NA,9,7.2,NA,NA,NA,9.1,2.9,7.8,7.7,NA,NA,8.2,0,7.6,NA,3.4,NA,NA,NA,NA,8.5,0,NA,NA,0
"7944899d127a8e7683f8d10f5b7241f6",2004,2,NA,6,7.7,NA,NA,NA,6.5,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,5.6,0,NA,NA,NA,NA
"7951a3b8380b10f2a1ce5dd5263a5d34",2003,1,6.1,7.3,7.2,NA,7.2,5.1,6.5,9.1,7.6,7.9,8.7,8.9,8.3,8.3,7.3,7.1,7.1,NA,7.2,6.7,6,8,7.2,8.6,7.4,7.4
"796994349fb2200c3f346b4cbd4ba2ec",2011,1,7.4,8.8,8.4,8,9.5,8.8,8,9.5,8.8,10,8.3,9.8,9.3,7.8,8.8,8,8.9,8.7,8.6,9.4,7.5,9,8.8,8.9,9.8,8.5
"7974409018e5c7dd6221abd3dde6032a",2005,1,NA,5,4.4,NA,NA,NA,NA,NA,8.7,7,NA,NA,3.6,NA,8.3,NA,NA,NA,NA,NA,NA,3.4,NA,3.6,NA,NA
"79f252f21093e4c16872799ab603f773",2000,1,NA,7.7,6.2,NA,7,5,6.4,5.5,9,7.6,7.3,8.3,8.2,6.3,8.3,5,6.1,5,8.4,6.4,7,9.7,5.1,6.7,NA,6.2
"7a16c1871adbfea476197ab71414dbaa",2004,2,NA,2,1,NA,NA,0.1,NA,NA,9,5.4,0,NA,5,7.6,9,NA,2.7,NA,NA,NA,NA,5.2,6.3,NA,NA,5
"7a1884d9982c51564134c52f1c91d264",2009,2,NA,6.4,5.6,0.2,NA,NA,NA,NA,5,5,NA,NA,5.7,NA,5,NA,7.5,NA,NA,NA,NA,5.6,NA,NA,NA,7.3
"7a2b2ac4adc9aa15b100c1d84b6eeba4",2011,2,NA,5.3,NA,NA,NA,NA,NA,NA,7,8.8,NA,NA,7.9,7.8,9,NA,5.8,NA,NA,NA,NA,7.7,7.1,NA,NA,5.8
"7a4e83aebbf556f551d6507833c6f17e",2013,2,NA,7.8,5.1,NA,NA,5,NA,NA,7,7.8,6.4,NA,7.7,7,NA,NA,7.2,NA,NA,NA,NA,7.7,7.3,1.4,7,9.5
"7a723811072adc5aff1e10f4eb007ce5",2009,1,10,9.1,8.7,8.3,7.9,8.8,9.1,9.3,8.2,9.9,8.9,9.7,8.6,9.1,8.2,9.3,8.1,9,9.3,9.7,8.1,8.1,8.9,9.3,10,7.6
"7aac889635d415d74548e091cb2a577a",2004,1,NA,9.2,9.3,NA,6.7,7.4,5.1,9.3,8,8.8,7.4,7.5,8.5,8.1,8.4,9.8,7.2,8.8,8.3,9.8,NA,8,7,NA,7.7,7
"7accb286cb4ad5dc767eca4051afe6a2",2008,2,6,6.3,6.5,7.3,7.5,7,7,8.5,8,7.8,8.2,8.4,7.7,8.9,7.5,6.7,6.2,8,9.1,5.2,8.2,7.5,8.9,8.7,6.8,7.5
"7af3aa7eab5fa559a2eb7267a3c3a65d",2014,2,2.8,6.7,5.6,6.2,NA,7.4,7.2,NA,7,8,7.9,NA,7.6,5.6,7.1,NA,5.8,NA,NA,7.1,NA,7.5,7.3,7.9,7,5
"7af584107eb30126ee5d127cafa17d92",2003,1,NA,7.5,5.6,NA,8.5,8.8,9.6,7.5,8.8,8.4,8.1,9.2,8.7,8.6,9.1,8.1,9.2,6.4,7.5,8.4,7.9,8,7.7,8.9,8.7,7.2
"7bcb51bafe6892411d551d0cabff743a",2002,2,7.2,6,5.6,NA,8.2,5.9,5.7,5.1,9.4,8.7,5,9.6,9.2,8.4,7.9,8.9,7.3,6.2,7.9,7.8,5.2,8.8,7,8.1,7,7
"7bf6d94a0b433805996c1e93e7ba24a0",2007,2,5.4,5,5.3,5.2,7.1,5.6,5.2,7.7,8.2,5.4,7,8.5,5.5,7,7.8,5.9,5,5,5.4,7.1,5.8,5.3,5,7,5.6,5.6
"7c1817b0c661a05b3383bfca5ad2e050",2009,1,7.7,8.8,8,5.2,7.7,6.8,5.9,8,6.3,7.1,7,8.5,5.1,6.5,7.3,7.1,5.2,8.1,5.7,8.3,6.9,5.1,6.5,8,5,5
"7c5968a19640aae09a4f649ef757ca58",2001,1,NA,7.2,7,NA,6.1,3.8,7,7,7.5,5.8,6.2,NA,7.4,8.9,7.1,1.9,8.8,1,NA,NA,5,6,5.4,7.3,6,8.2
"7ca2a8b197851bcf3fdcd0bcb7ff59dd",2007,1,NA,5.8,7.5,NA,7.5,6.1,5,7.3,8.6,7.7,7.4,5,6.7,8.4,8.3,8.1,5.6,7.5,7.4,5.2,6.7,6.4,8.9,8.6,8.5,7
"7ca6d6a33524dbf287025d96bb6d7541",2006,2,9.5,7.4,10,NA,7.3,7.7,8.5,7.9,8,8,8.4,7.2,7.2,8.7,8.9,7,5.7,7.7,7.8,7.3,5,7,7.1,8.2,5,7.2
"7cb8e5221c9ddbddf210be0fefbbb022",2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7cf497a0e72b389dd21c28c36bebc4cc",2009,1,7.3,6.3,8.8,5,7.7,6.4,7,5,7.3,8.3,7.6,9.1,5.8,7.4,7.3,7.5,6.4,5,8.1,8.7,7.6,6.2,7.44,8.9,5,6.1
"7d0094a91cc66904b8b95859d9d543bd",2000,1,NA,8.5,8,NA,9.7,7.7,NA,8.8,9.2,8.6,8.7,9.8,8.7,9.6,9.2,10,7.3,8.5,8.7,9.4,7.6,9.3,8.7,9.8,9.3,8.9
"7d48e21d7ac705c4100dc4a93431b822",2014,1,NA,7.5,7,5,7,5,6.8,NA,5.6,5.8,6.3,NA,7.8,7.2,7.8,7.1,5.7,5.2,6.6,NA,6.7,7.7,7.2,9.1,5.5,5.7
"7dab0608cdade08e351bed498ae1b248",2012,2,5,7.8,5.5,6.3,9,6.9,7.9,6,7.6,8,7,8.1,9,7,7.7,5.4,6.9,5.5,7.1,8.5,7.3,9,5.7,7.6,7.3,8.4
"7dd0fd8d8bba5bd497560cf970f4a7c3",2001,1,NA,8.8,7.6,NA,NA,7.5,7.3,NA,NA,8.7,7.4,NA,7,9.5,8.8,6.4,7.9,NA,NA,6.3,1.8,8.5,9.2,NA,NA,7
"7de9dded01c0eaf52e07efac124039c8",2010,2,NA,7,6.7,NA,NA,NA,5.2,NA,2.6,7.6,NA,NA,7,NA,7.2,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"7e3318b255f3a6e9c7a5ee1028c012e0",2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,7.4,NA,7,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"7e37b960fffc0f4a412c8299882fcacb",2014,2,8,7.7,7.7,7.5,NA,NA,7,6,8.1,7.1,NA,NA,5.4,8.1,6.3,NA,5.5,NA,NA,NA,7.6,5.4,7,NA,5.5,7.9
"7eca94c838556e00af5e0d9ad5a3fcff",2004,1,9.2,8.7,8.5,NA,7.2,7.1,NA,6.9,7.4,8.4,7,9.2,6.2,8.8,7.6,9.4,8.1,9.3,8,8.7,7.3,6.9,7,7.8,7,7
"7ed93a033124d517b2c5a2a06839a760",2002,2,6,5.2,5.4,NA,8.5,NA,5.5,8.4,8.1,7,NA,5,5,5.1,7,5,NA,6.7,6.4,7,5,5.5,5,NA,5.4,5.4
"7f358f50cbd47b258c3788232472c21e",2006,1,7.5,6.3,5,NA,8.8,7.6,7,8.2,7.8,8.5,7.6,5.2,8.8,8.4,9.1,8.3,8.4,5.2,8.1,6.7,5.4,8.9,7,9.3,8,7.5
"7f79ce81d5bad4234ef04188ff6ef53e",2006,1,5,6.8,6.2,3.3,NA,4.2,7.3,NA,8.1,7.2,7,NA,8,9,7.5,NA,5.6,NA,NA,NA,NA,8.1,8.3,NA,NA,7.2
"7f88066ad133ea6cbaa63198b67cc2cc",2011,1,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,7.3,NA,NA,7.5,7.5,NA,NA,5.9,NA,NA,NA,NA,7.5,7.7,NA,NA,NA
"7f9bbab950de0700df2bc79490977ed3",2012,1,NA,8.6,7.7,5.2,NA,6.3,7,NA,7.8,8.7,7,NA,7.6,8.3,8,0,7.1,NA,NA,0,NA,7.6,8.2,7.1,5,8.3
"7fdeed9c1036ec85518a283e368685c3",2014,1,7.7,7.8,6.1,7.3,NA,7,5.4,6.1,7.3,7.8,7.4,10,8.5,7.5,7.2,9.8,7.8,9.7,9.9,7.3,8.9,8.5,7.4,10,9.3,8.8
"8048331b219402c01a50cb4a8e98e37c",2010,2,7.7,7.7,7,NA,NA,NA,3.7,NA,0,8.1,NA,NA,5.5,1.1,7.4,NA,NA,NA,NA,NA,0.2,5.5,NA,NA,1.6,7.3
"805714b07f3edbe4480be7dbbb0a65b5",2009,2,NA,5.7,5.1,2.3,NA,1.5,5.7,NA,5,5.1,1.2,NA,5.3,5.2,5,NA,4.2,NA,NA,NA,NA,5,7.4,NA,NA,5
"805aa531ec55d5e1814ccbc0a25642ef",2010,2,NA,5.6,5,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,7.3,NA,5.2,NA,NA,NA,NA,5.1,6,NA,NA,5.3
"8107fdf230767c2219a2f3fa4e30ee87",2011,1,5.3,8.3,7.1,7,NA,7.5,6.4,8.8,7,9.2,7.2,NA,9.4,7.6,NA,5.6,8,NA,5.2,8.8,NA,9.4,8.3,5.7,6.8,9.5
